R,G,B,TextColor
246,96,0,black
249,150,15,black
117,238,227,black
156,212,146,black
190,143,108,black
43,176,34,black
98,94,126,white
45,131,131,black
141,232,248,black
137,67,76,white
95,238,5,black
219,162,172,black
61,173,71,black
61,198,181,black
130,215,126,black
13,255,228,black
234,247,1,black
91,129,187,black
43,122,14,white
235,219,183,black
153,173,41,black
172,16,2,white
33,122,34,white
50,191,52,black
142,152,102,black
71,147,196,black
168,91,39,white
154,94,146,white
110,73,123,white
197,78,163,black
105,55,25,white
188,55,41,white
211,191,15,black
88,86,2,white
243,180,113,black
33,193,127,black
51,23,195,white
27,62,26,white
165,224,52,black
203,193,193,black
123,149,183,black
48,52,153,white
126,254,40,black
0,152,21,black
95,34,161,white
232,232,203,black
227,101,226,black
87,35,13,white
98,228,120,black
103,154,163,black
38,120,22,white
102,190,248,black
227,176,192,black
5,20,194,white
85,140,215,black
158,212,108,black
7,247,65,black
50,144,109,black
236,245,54,black
60,41,210,white
11,34,185,white
61,118,237,black
91,86,186,white
179,174,161,black
150,33,43,white
137,137,229,black
92,70,129,white
89,86,207,white
175,210,181,black
66,46,253,white
69,62,115,white
210,188,194,black
245,218,71,black
125,62,58,white
71,19,103,white
180,171,162,black
209,28,16,white
149,55,54,white
113,162,167,black
190,249,170,black
241,249,202,black
228,230,169,black
250,227,2,black
204,155,161,black
239,116,117,black
149,200,226,black
71,125,121,white
221,231,65,black
179,163,39,black
50,163,215,black
230,146,153,black
212,155,2,black
160,211,171,black
239,67,242,black
226,148,225,black
220,181,161,black
38,87,255,white
54,223,112,black
92,72,41,white
206,121,246,black
36,206,177,black
15,201,29,black
103,134,153,black
13,136,243,black
50,170,145,black
40,221,190,black
89,41,180,white
252,128,85,black
41,174,18,black
5,104,21,white
78,63,247,white
57,5,109,white
80,32,148,white
64,114,242,black
195,239,254,black
34,113,44,white
103,148,200,black
107,96,121,white
231,197,40,black
118,147,95,black
40,216,53,black
214,136,122,black
221,120,69,black
9,255,156,black
155,75,235,black
249,237,90,black
39,192,233,black
164,86,12,white
230,88,12,black
140,58,219,white
152,206,63,black
221,13,83,white
67,67,131,white
21,41,71,white
154,141,249,black
236,54,62,black
80,145,92,black
104,139,73,black
159,99,8,white
229,166,80,black
83,228,81,black
126,196,88,black
198,224,250,black
171,190,84,black
151,240,218,black
56,13,225,white
230,225,16,black
177,122,127,black
240,123,156,black
8,79,59,white
97,146,152,black
200,161,81,black
85,173,212,black
220,127,45,black
243,100,97,black
89,49,144,white
87,120,9,white
5,185,126,black
96,23,143,white
205,106,71,black
191,101,208,black
81,191,97,black
234,210,178,black
98,42,242,white
14,52,59,white
45,82,229,white
239,76,79,black
73,141,188,black
103,171,9,black
131,131,209,black
57,71,13,white
236,255,227,black
30,147,176,black
107,198,202,black
24,102,246,white
98,2,107,white
26,0,39,white
101,66,202,white
134,241,229,black
251,231,240,black
113,10,71,white
127,147,134,black
222,12,165,black
49,146,229,black
60,137,38,black
84,158,214,black
135,44,255,white
188,107,53,black
240,182,18,black
39,221,2,black
251,137,239,black
226,118,212,black
36,51,74,white
6,102,10,white
55,11,186,white
25,121,128,white
171,190,190,black
4,79,39,white
253,13,141,black
185,70,198,black
208,131,211,black
195,252,236,black
41,156,234,black
55,82,242,white
21,215,248,black
61,2,251,white
53,132,157,black
134,252,125,black
226,61,57,black
194,246,154,black
227,158,149,black
50,179,19,black
38,154,106,black
212,182,152,black
158,141,90,black
23,188,200,black
195,3,112,white
126,254,202,black
235,167,53,black
36,69,3,white
96,253,86,black
24,29,101,white
227,253,44,black
121,172,172,black
145,66,68,white
209,72,228,black
72,121,208,black
240,28,212,black
212,187,76,black
100,24,241,white
251,74,204,black
76,151,111,black
235,208,128,black
90,70,164,white
198,254,99,black
31,123,175,white
118,58,33,white
25,42,77,white
105,137,244,black
184,172,108,black
248,105,187,black
215,123,197,black
133,122,221,black
80,71,206,white
179,37,175,white
13,28,129,white
220,55,168,black
237,173,123,black
157,164,243,black
162,151,108,black
175,149,198,black
215,56,63,white
58,70,96,white
234,85,181,black
238,137,212,black
224,84,168,black
201,65,173,black
167,76,232,black
76,235,17,black
31,14,216,white
26,65,168,white
232,75,83,black
37,215,112,black
224,44,25,white
9,202,70,black
142,111,50,white
247,219,9,black
27,162,229,black
222,117,210,black
28,78,195,white
140,127,42,black
123,17,192,white
203,218,179,black
199,204,102,black
103,110,15,white
17,143,141,black
197,144,233,black
98,193,220,black
4,226,116,black
224,119,235,black
107,250,218,black
19,113,65,white
251,228,80,black
50,71,111,white
234,178,30,black
124,148,174,black
24,200,113,black
111,235,108,black
255,3,236,black
251,112,57,black
233,95,115,black
61,47,214,white
1,109,0,white
149,55,153,white
146,150,110,black
172,3,136,white
117,174,177,black
46,142,93,black
103,220,68,black
38,114,132,white
13,248,46,black
2,111,92,white
195,90,134,black
155,167,159,black
177,57,21,white
233,167,67,black
251,209,187,black
243,75,124,black
231,186,24,black
130,76,81,white
53,1,53,white
8,117,139,white
51,209,132,black
46,103,252,white
101,95,9,white
242,73,169,black
113,218,158,black
24,36,205,white
13,235,182,black
217,189,155,black
126,208,0,black
222,69,77,black
197,47,138,white
75,133,176,black
110,3,171,white
185,246,125,black
33,96,85,white
47,184,185,black
6,123,169,white
123,184,85,black
79,24,105,white
7,6,113,white
126,50,93,white
179,152,98,black
134,66,198,white
158,253,115,black
165,53,43,white
109,71,154,white
143,182,166,black
31,112,146,white
221,133,113,black
207,46,97,white
138,40,64,white
80,174,201,black
163,197,110,black
228,201,92,black
24,177,181,black
200,199,178,black
206,147,185,black
95,129,242,black
111,148,117,black
122,249,229,black
191,178,213,black
74,247,244,black
79,65,86,white
32,169,2,black
112,135,116,black
151,153,38,black
118,91,180,white
234,88,19,black
7,216,21,black
183,102,193,black
10,216,27,black
214,21,172,white
69,134,241,black
112,140,78,black
99,209,15,black
121,212,29,black
217,182,88,black
67,113,237,black
96,7,177,white
122,127,144,black
67,47,93,white
95,70,247,white
248,117,91,black
31,230,14,black
209,35,7,white
230,218,56,black
186,111,218,black
186,199,33,black
107,14,235,white
149,225,159,black
9,51,1,white
137,11,39,white
127,157,191,black
26,81,214,white
16,32,30,white
189,211,13,black
57,42,169,white
55,68,151,white
244,183,54,black
10,179,19,black
234,2,18,white
175,219,220,black
173,226,171,black
190,199,216,black
67,179,20,black
104,100,139,white
110,205,238,black
155,106,190,black
149,137,165,black
13,31,17,white
171,220,222,black
123,36,165,white
236,24,133,black
206,61,39,white
5,117,7,white
83,91,107,white
196,22,48,white
166,91,20,white
121,89,115,white
238,221,169,black
210,17,71,white
176,186,124,black
228,104,37,black
94,81,26,white
149,7,206,white
232,41,35,black
212,64,161,black
97,33,0,white
140,45,25,white
161,93,110,white
180,134,106,black
242,71,73,black
141,105,92,white
192,225,73,black
237,66,76,black
71,202,6,black
140,21,30,white
162,244,37,black
202,50,76,white
17,21,208,white
210,231,188,black
245,58,209,black
59,167,191,black
18,73,208,white
47,22,11,white
254,91,243,black
41,123,0,white
26,176,50,black
117,167,178,black
173,92,4,white
139,32,147,white
235,187,21,black
21,140,104,black
233,194,252,black
226,89,46,black
0,59,145,white
43,38,34,white
235,167,238,black
74,1,83,white
108,109,146,white
225,89,133,black
79,173,70,black
87,187,66,black
59,20,151,white
60,225,178,black
216,252,145,black
154,164,244,black
175,196,241,black
133,242,70,black
187,222,38,black
28,167,129,black
21,132,84,white
249,49,178,black
126,128,164,black
213,241,24,black
199,242,91,black
78,231,12,black
143,248,10,black
1,191,149,black
94,74,131,white
203,112,184,black
14,146,35,black
121,62,166,white
65,141,100,black
248,126,1,black
149,0,155,white
94,217,104,black
2,233,194,black
224,60,126,black
154,112,92,black
56,88,198,white
32,75,86,white
93,104,22,white
166,154,174,black
240,108,80,black
178,100,104,black
77,28,213,white
38,58,195,white
136,33,30,white
5,107,235,white
179,231,129,black
220,168,86,black
215,87,183,black
7,172,200,black
32,62,225,white
55,242,224,black
232,39,179,black
65,178,255,black
181,33,165,white
115,157,227,black
188,207,32,black
172,40,8,white
232,61,9,black
101,173,88,black
176,38,23,white
241,208,218,black
201,236,243,black
52,125,119,white
37,140,154,black
135,201,219,black
51,181,223,black
30,227,199,black
234,13,52,black
254,35,131,black
111,116,78,white
158,172,67,black
71,44,186,white
231,116,80,black
193,98,71,black
184,67,4,white
209,62,132,black
242,68,243,black
198,236,192,black
197,107,234,black
41,69,44,white
104,90,191,white
245,255,255,black
162,222,159,black
178,195,145,black
11,23,141,white
64,201,5,black
70,167,171,black
42,47,19,white
199,158,219,black
242,16,6,black
5,154,140,black
135,236,80,black
32,9,204,white
159,134,227,black
152,107,219,black
236,71,161,black
228,19,2,white
30,190,129,black
153,167,100,black
161,1,91,white
4,146,169,black
73,7,98,white
181,4,192,white
194,202,225,black
194,130,218,black
99,143,212,black
116,49,99,white
6,78,239,white
89,194,72,black
237,78,239,black
150,213,252,black
101,162,170,black
241,138,17,black
160,232,186,black
251,213,60,black
167,172,190,black
108,34,199,white
218,136,44,black
134,53,44,white
236,137,193,black
130,106,213,black
183,109,232,black
194,209,166,black
195,201,164,black
142,245,231,black
31,155,215,black
167,33,155,white
228,102,76,black
80,131,187,black
218,10,129,white
112,203,203,black
128,207,169,black
248,169,179,black
11,125,146,white
68,95,155,white
200,172,66,black
118,245,30,black
149,235,80,black
171,12,236,white
187,26,243,white
30,30,63,white
241,119,161,black
219,218,22,black
162,159,39,black
79,111,50,white
160,183,213,black
52,233,55,black
115,160,165,black
213,33,183,black
153,120,85,black
157,184,103,black
37,75,75,white
12,206,80,black
82,214,155,black
154,253,192,black
50,226,109,black
84,111,38,white
110,47,246,white
63,68,73,white
206,212,85,black
201,22,98,white
25,37,183,white
215,0,42,white
71,169,90,black
103,17,28,white
202,58,178,black
168,44,85,white
246,146,45,black
219,172,174,black
241,223,155,black
214,99,112,black
229,247,162,black
1,178,0,black
145,130,202,black
236,79,37,black
163,180,4,black
176,155,95,black
68,131,50,white
157,45,171,white
129,162,240,black
167,164,145,black
82,214,35,black
159,31,223,white
14,168,78,black
88,105,215,white
61,214,70,black
195,239,221,black
128,9,190,white
153,34,146,white
112,108,7,white
199,40,59,white
48,204,8,black
118,81,20,white
212,83,76,black
38,230,75,black
215,230,252,black
45,40,82,white
251,160,158,black
8,48,90,white
215,40,209,black
51,157,72,black
213,152,24,black
26,75,93,white
245,14,161,black
41,36,126,white
10,235,148,black
162,179,75,black
209,134,245,black
180,21,239,white
158,220,241,black
57,225,51,black
21,25,156,white
49,43,29,white
80,142,254,black
51,163,126,black
76,57,185,white
190,234,187,black
152,1,119,white
68,179,74,black
186,21,80,white
158,45,159,white
14,93,76,white
29,16,222,white
76,75,104,white
255,241,118,black
241,143,140,black
179,70,185,white
164,132,127,black
40,17,8,white
165,110,179,black
255,167,95,black
131,220,99,black
83,151,170,black
165,14,170,white
252,10,134,black
51,192,99,black
166,200,53,black
230,251,156,black
244,170,152,black
0,163,56,black
87,106,145,white
220,134,0,black
44,14,20,white
191,59,243,black
173,245,39,black
33,43,28,white
3,224,6,black
251,170,201,black
62,216,215,black
143,242,252,black
75,129,213,black
33,92,132,white
233,24,95,black
204,162,135,black
211,206,56,black
141,133,96,black
40,139,252,black
70,142,30,black
185,247,198,black
93,94,39,white
254,99,222,black
56,204,169,black
209,137,30,black
160,209,88,black
171,1,42,white
108,38,82,white
145,38,245,white
14,196,243,black
134,152,205,black
174,31,122,white
57,136,170,black
144,71,229,white
7,136,250,black
231,12,95,black
31,47,47,white
223,60,197,black
119,22,254,white
173,102,181,black
232,226,230,black
160,164,20,black
204,55,133,white
111,21,216,white
156,37,45,white
82,173,255,black
202,64,50,white
108,60,78,white
64,232,212,black
228,63,161,black
39,55,31,white
99,174,84,black
113,164,29,black
117,120,212,black
19,9,196,white
2,149,89,black
61,21,236,white
15,148,158,black
188,88,252,black
139,100,154,white
197,234,186,black
189,192,147,black
234,151,95,black
120,107,200,black
63,12,201,white
36,5,216,white
175,139,211,black
228,20,82,white
202,174,213,black
43,230,186,black
150,85,245,black
8,208,28,black
175,62,175,white
116,170,19,black
62,104,248,white
83,149,74,black
131,165,20,black
161,29,13,white
251,26,45,black
173,102,84,black
245,130,26,black
221,95,183,black
207,194,144,black
158,139,158,black
56,83,18,white
43,129,150,black
18,189,91,black
243,248,190,black
16,222,208,black
102,184,51,black
83,36,11,white
47,98,253,white
161,59,182,white
5,225,231,black
201,1,99,white
34,8,167,white
198,245,185,black
175,169,25,black
146,102,6,white
183,173,17,black
125,150,72,black
137,124,204,black
176,108,93,black
157,217,5,black
198,190,149,black
166,38,58,white
135,203,203,black
186,14,38,white
86,112,8,white
50,135,208,black
133,65,39,white
207,86,105,black
123,42,50,white
47,226,43,black
93,252,18,black
241,192,22,black
40,14,130,white
171,188,206,black
194,44,199,white
161,8,163,white
117,50,35,white
124,69,56,white
77,5,56,white
20,76,87,white
224,1,140,white
8,208,34,black
1,236,124,black
27,152,98,black
188,201,230,black
248,159,3,black
31,26,55,white
80,10,147,white
237,12,171,black
18,9,206,white
65,96,50,white
162,132,47,black
149,18,110,white
219,159,240,black
12,56,96,white
15,227,20,black
182,137,143,black
158,110,104,black
226,96,130,black
234,55,32,black
229,107,24,black
202,45,99,white
164,108,64,black
243,71,174,black
152,37,144,white
214,223,173,black
191,64,74,white
202,234,142,black
49,245,218,black
234,114,178,black
223,244,41,black
110,117,70,white
96,123,31,white
236,126,209,black
240,31,107,black
60,148,180,black
24,168,106,black
83,230,206,black
81,226,126,black
187,41,67,white
213,95,33,black
139,142,146,black
188,76,25,white
19,185,218,black
226,70,77,black
137,229,85,black
12,111,248,black
102,200,231,black
34,130,201,black
75,25,240,white
34,204,179,black
33,233,21,black
46,244,173,black
75,202,216,black
190,41,183,white
227,248,61,black
93,250,243,black
151,65,168,white
239,37,102,black
62,176,170,black
180,167,94,black
253,165,197,black
116,62,162,white
138,44,150,white
135,167,50,black
78,87,186,white
81,201,240,black
73,2,225,white
64,55,162,white
171,172,170,black
255,81,225,black
182,84,186,black
191,241,99,black
10,31,181,white
206,52,10,white
229,218,105,black
226,80,5,black
160,180,135,black
242,197,232,black
144,83,15,white
238,202,170,black
148,241,77,black
60,57,80,white
253,131,251,black
73,78,99,white
192,8,130,white
23,212,47,black
74,8,119,white
61,252,172,black
96,85,199,white
138,101,145,white
102,151,195,black
208,177,123,black
217,98,150,black
224,86,231,black
224,37,193,black
123,166,70,black
158,245,26,black
180,61,194,white
72,131,21,white
118,60,239,white
208,150,184,black
220,179,164,black
53,193,224,black
113,147,165,black
236,160,209,black
109,99,53,white
64,204,146,black
158,32,84,white
200,254,65,black
78,9,78,white
238,141,26,black
15,57,246,white
126,145,202,black
190,233,208,black
113,197,159,black
227,55,36,black
155,234,6,black
95,225,78,black
196,70,32,white
41,209,163,black
203,157,145,black
209,17,163,white
204,170,27,black
78,113,238,black
232,191,205,black
131,20,192,white
114,234,32,black
238,240,91,black
148,207,171,black
240,164,176,black
57,89,1,white
119,207,201,black
246,66,61,black
74,24,68,white
98,193,12,black
226,24,123,black
140,114,218,black
36,200,91,black
26,173,197,black
181,187,196,black
57,102,154,white
156,218,216,black
240,37,3,black
131,230,46,black
64,190,230,black
164,238,110,black
95,242,52,black
74,38,203,white
113,57,71,white
27,102,221,white
178,158,203,black
103,93,14,white
56,13,215,white
142,80,169,white
157,91,77,white
71,169,204,black
99,206,121,black
109,146,12,black
206,215,5,black
104,87,153,white
156,131,79,black
183,14,175,white
29,139,47,black
71,102,18,white
181,74,157,white
6,194,55,black
28,114,139,white
38,247,186,black
204,131,150,black
94,187,21,black
254,86,237,black
34,202,117,black
213,9,2,white
86,64,120,white
225,240,137,black
192,107,124,black
136,103,180,black
225,251,253,black
17,128,211,black
53,137,18,black
239,34,161,black
4,111,233,white
80,130,244,black
14,28,240,white
136,14,43,white
11,217,59,black
145,85,92,white
219,147,143,black
45,132,172,black
2,11,240,white
221,45,33,white
235,130,127,black
28,199,217,black
131,36,4,white
55,113,98,white
131,17,94,white
131,197,247,black
219,209,134,black
157,84,217,black
157,165,47,black
171,94,61,white
151,31,40,white
164,246,93,black
80,36,246,white
154,68,37,white
242,192,147,black
111,165,6,black
179,197,213,black
155,170,35,black
94,42,255,white
4,45,21,white
168,163,60,black
45,118,6,white
225,208,240,black
174,162,87,black
44,182,253,black
181,48,192,white
48,34,202,white
74,36,58,white
110,102,196,white
179,140,43,black
221,217,33,black
152,243,137,black
94,160,146,black
219,138,230,black
13,55,167,white
36,163,117,black
12,166,55,black
249,219,196,black
19,77,141,white
117,139,97,black
83,251,39,black
21,141,252,black
30,216,230,black
108,15,26,white
207,240,238,black
117,62,205,white
112,156,71,black
221,127,234,black
236,98,182,black
188,110,61,black
207,197,196,black
118,183,98,black
133,19,2,white
118,30,219,white
45,31,230,white
196,157,227,black
95,226,131,black
29,151,100,black
80,82,31,white
5,77,36,white
199,38,55,white
152,163,251,black
214,64,242,black
75,245,120,black
10,22,37,white
109,49,152,white
59,11,218,white
214,131,204,black
255,201,11,black
92,20,190,white
38,243,65,black
74,242,124,black
174,90,214,black
70,155,50,black
203,236,201,black
247,93,237,black
3,110,167,white
50,125,87,white
69,5,204,white
81,121,175,black
247,184,78,black
10,217,216,black
36,189,117,black
94,138,219,black
211,142,73,black
49,212,86,black
214,223,28,black
5,198,48,black
64,103,42,white
195,135,33,black
12,111,116,white
114,102,13,white
24,199,127,black
114,160,82,black
9,56,235,white
194,208,210,black
40,162,44,black
127,99,48,white
178,197,158,black
30,44,165,white
16,145,48,black
69,57,183,white
118,49,70,white
102,13,56,white
165,134,84,black
104,118,228,black
40,197,253,black
44,41,222,white
94,231,211,black
254,228,185,black
211,84,246,black
245,119,57,black
211,225,170,black
80,223,121,black
41,51,113,white
139,254,127,black
241,70,83,black
89,77,25,white
221,4,10,white
176,242,149,black
18,233,47,black
135,69,235,white
168,111,143,black
206,12,61,white
232,46,2,black
162,29,50,white
187,172,19,black
10,124,16,white
145,168,156,black
169,12,15,white
93,60,185,white
119,126,10,black
76,208,189,black
26,226,24,black
9,42,125,white
142,199,53,black
223,234,71,black
23,133,96,white
159,55,57,white
185,146,69,black
98,62,156,white
159,171,43,black
138,59,197,white
10,11,155,white
158,53,105,white
226,247,215,black
231,103,46,black
31,13,202,white
68,248,39,black
20,20,15,white
69,115,127,white
56,175,75,black
17,86,20,white
245,217,145,black
206,231,66,black
157,85,72,white
37,95,34,white
89,95,240,white
160,64,249,black
59,134,223,black
201,111,197,black
108,91,119,white
14,48,62,white
129,78,122,white
182,245,246,black
188,98,105,black
72,246,167,black
166,61,191,white
38,190,196,black
92,47,198,white
207,136,205,black
14,18,207,white
72,168,116,black
116,0,190,white
164,240,100,black
45,178,125,black
39,32,178,white
17,165,200,black
227,181,172,black
254,57,207,black
212,45,164,black
239,173,42,black
152,13,141,white
123,50,92,white
27,212,211,black
253,157,96,black
243,56,93,black
27,30,140,white
88,195,140,black
40,78,2,white
185,18,223,white
17,177,65,black
110,36,143,white
38,140,42,black
115,166,99,black
95,32,70,white
28,232,95,black
174,102,173,black
116,81,213,white
13,113,191,white
3,98,24,white
126,102,125,white
3,9,183,white
160,21,52,white
211,136,5,black
175,187,204,black
19,200,57,black
168,165,142,black
199,186,160,black
163,32,56,white
209,128,146,black
151,155,75,black
12,97,21,white
205,189,52,black
91,4,134,white
202,232,130,black
105,24,31,white
222,244,149,black
117,98,118,white
179,39,17,white
191,124,122,black
87,241,46,black
242,87,230,black
253,216,245,black
189,250,123,black
176,75,12,white
49,242,142,black
34,63,0,white
93,99,31,white
132,28,119,white
181,228,183,black
218,191,59,black
126,209,194,black
80,180,147,black
146,13,67,white
75,236,107,black
108,75,224,white
16,254,251,black
70,190,210,black
17,142,67,black
115,106,107,white
21,162,222,black
224,146,210,black
24,25,215,white
193,73,157,black
140,164,174,black
182,174,75,black
9,202,176,black
55,143,33,black
110,30,127,white
10,162,136,black
246,235,196,black
141,53,68,white
6,196,85,black
219,142,42,black
91,62,234,white
71,192,215,black
12,192,172,black
235,108,23,black
129,18,244,white
166,74,176,white
20,45,92,white
31,103,211,white
225,230,100,black
64,112,151,white
26,54,247,white
207,20,126,white
195,32,249,black
39,185,248,black
130,72,93,white
206,76,111,black
86,232,116,black
54,228,80,black
130,87,6,white
23,212,210,black
223,156,238,black
226,15,176,black
156,218,73,black
251,69,249,black
236,135,109,black
140,228,112,black
129,199,237,black
190,245,216,black
219,146,4,black
76,119,39,white
7,41,38,white
109,183,148,black
239,237,89,black
29,208,89,black
87,61,146,white
57,216,81,black
75,102,168,white
250,250,115,black
248,60,138,black
9,170,68,black
169,217,66,black
78,213,178,black
18,74,254,white
9,147,253,black
37,127,73,white
137,164,0,black
247,18,170,black
255,153,144,black
221,23,47,white
191,56,158,white
217,159,109,black
73,113,234,black
15,138,28,black
10,85,132,white
161,5,248,white
56,72,152,white
15,255,74,black
237,255,43,black
24,127,187,black
151,186,31,black
228,59,155,black
13,201,102,black
96,222,139,black
112,73,103,white
107,203,56,black
175,214,45,black
206,13,148,white
33,207,203,black
215,133,51,black
238,84,193,black
167,87,31,white
69,79,224,white
145,233,156,black
118,176,120,black
87,158,184,black
235,140,26,black
104,30,145,white
134,246,58,black
249,174,254,black
18,136,26,white
13,0,14,white
115,216,119,black
166,247,52,black
65,145,253,black
26,31,97,white
34,182,139,black
18,212,231,black
203,67,242,black
216,53,140,black
150,21,243,white
41,54,113,white
143,32,188,white
210,62,223,black
201,208,95,black
55,111,12,white
247,131,246,black
103,91,175,white
89,209,234,black
196,85,76,black
190,237,146,black
209,58,176,black
129,122,55,black
250,7,211,black
22,60,220,white
128,26,2,white
138,146,174,black
139,176,169,black
37,101,198,white
126,149,229,black
80,226,58,black
172,111,197,black
178,230,200,black
246,37,245,black
60,137,3,black
59,25,239,white
53,92,63,white
255,63,103,black
230,244,18,black
68,3,22,white
113,244,68,black
206,99,168,black
208,247,166,black
70,7,166,white
48,175,241,black
5,166,238,black
37,205,200,black
36,92,65,white
44,58,207,white
249,245,0,black
217,86,201,black
91,70,92,white
24,77,75,white
210,68,115,black
108,171,25,black
78,206,18,black
57,191,253,black
174,113,130,black
152,19,167,white
17,127,214,black
154,182,150,black
234,125,246,black
238,61,80,black
152,227,150,black
181,180,12,black
216,139,206,black
158,54,89,white
90,20,179,white
64,141,70,black
195,93,111,black
240,205,199,black
13,80,84,white
71,105,83,white
106,175,152,black
67,48,121,white
5,187,194,black
240,63,2,black
45,0,167,white
146,178,148,black
158,161,222,black
88,21,66,white
182,186,2,black
87,231,143,black
202,191,142,black
28,50,123,white
249,83,168,black
250,103,128,black
4,97,170,white
144,248,70,black
226,119,28,black
157,113,8,black
66,136,249,black
73,76,11,white
174,25,135,white
136,49,42,white
182,39,199,white
27,232,168,black
88,217,128,black
136,218,97,black
78,118,6,white
228,94,174,black
132,145,193,black
113,168,147,black
143,67,36,white
237,53,18,black
5,166,165,black
25,206,73,black
66,22,244,white
49,160,243,black
62,54,103,white
70,58,18,white
140,131,24,black
66,205,107,black
89,246,81,black
10,162,42,black
38,211,50,black
235,143,35,black
7,186,95,black
98,223,10,black
157,238,232,black
104,241,127,black
134,239,209,black
127,49,136,white
38,134,236,black
129,116,129,black
7,14,14,white
54,28,49,white
237,28,43,black
135,206,145,black
161,114,96,black
49,181,48,black
52,49,153,white
255,171,46,black
236,39,72,black
198,39,137,white
197,106,233,black
188,35,91,white
131,107,105,white
170,10,226,white
36,247,1,black
73,208,246,black
195,232,253,black
156,20,147,white
184,240,152,black
228,28,84,black
130,190,32,black
194,119,190,black
177,7,126,white
90,161,230,black
64,8,199,white
53,198,35,black
37,220,151,black
123,236,166,black
250,184,113,black
202,44,86,white
238,168,43,black
230,167,17,black
232,134,254,black
101,122,103,white
219,230,125,black
67,34,20,white
218,64,57,black
248,120,52,black
28,250,164,black
50,3,126,white
243,49,106,black
7,85,199,white
46,72,152,white
184,25,213,white
3,64,60,white
127,215,6,black
0,17,104,white
36,84,64,white
10,119,138,white
242,17,213,black
79,57,20,white
157,168,115,black
37,217,111,black
162,97,165,black
175,102,234,black
161,63,61,white
193,241,46,black
250,140,80,black
187,21,173,white
154,94,106,white
193,170,44,black
236,49,211,black
47,223,137,black
181,230,76,black
124,167,235,black
31,237,127,black
162,204,17,black
1,244,100,black
180,23,132,white
236,15,65,black
35,46,24,white
56,87,202,white
251,28,108,black
49,14,165,white
156,111,194,black
117,165,17,black
101,59,185,white
161,132,41,black
245,38,166,black
102,126,161,black
116,24,119,white
40,16,150,white
51,130,26,white
84,76,50,white
86,72,87,white
132,132,144,black
186,146,42,black
154,141,185,black
253,104,210,black
98,17,127,white
155,157,192,black
126,182,215,black
123,214,35,black
16,187,136,black
34,197,174,black
183,228,82,black
95,173,168,black
174,100,103,black
255,141,113,black
138,251,28,black
81,120,29,white
34,124,43,white
104,133,30,black
67,177,161,black
96,7,112,white
213,173,152,black
132,128,4,black
45,53,84,white
175,109,55,black
148,48,158,white
56,104,120,white
193,23,242,black
89,119,228,black
68,185,81,black
194,137,227,black
116,11,224,white
225,125,76,black
82,154,248,black
205,78,115,black
152,206,123,black
149,111,119,black
184,251,246,black
76,131,83,black
164,43,166,white
13,23,173,white
35,16,157,white
187,171,112,black
233,226,247,black
1,247,104,black
125,77,43,white
3,104,22,white
130,232,163,black
47,31,159,white
36,73,241,white
241,232,135,black
73,118,165,white
55,190,176,black
8,152,128,black
36,118,4,white
140,90,22,white
242,212,217,black
16,110,77,white
36,196,219,black
200,254,48,black
50,234,250,black
228,101,207,black
255,81,234,black
228,194,108,black
134,67,32,white
101,207,113,black
124,79,168,white
91,206,86,black
30,139,183,black
157,105,151,black
188,157,207,black
104,207,128,black
183,87,198,black
78,94,133,white
225,167,5,black
103,155,35,black
226,196,169,black
34,171,141,black
129,65,244,white
228,70,139,black
113,186,159,black
200,175,225,black
240,123,246,black
183,198,138,black
213,31,37,white
254,243,252,black
178,53,204,white
130,49,167,white
95,50,7,white
181,45,138,white
2,60,196,white
120,188,159,black
17,131,103,white
195,27,128,white
200,87,21,black
79,82,158,white
118,196,141,black
152,107,239,black
179,30,201,white
236,189,219,black
104,115,158,white
28,52,149,white
93,116,122,white
107,251,211,black
236,119,172,black
65,6,203,white
114,231,59,black
147,122,110,black
202,100,36,black
166,73,112,white
225,80,179,black
168,158,224,black
74,126,216,black
130,6,140,white
194,24,23,white
180,235,59,black
189,47,5,white
25,79,238,white
228,232,114,black
21,28,222,white
148,75,188,white
117,43,12,white
100,228,171,black
100,37,72,white
91,83,236,white
202,156,227,black
201,184,92,black
26,20,29,white
101,232,221,black
87,128,104,black
171,81,24,white
86,130,253,black
37,109,97,white
87,77,196,white
100,12,17,white
204,202,51,black
49,222,199,black
140,203,205,black
115,237,51,black
118,238,179,black
76,244,151,black
116,221,51,black
180,30,72,white
179,38,206,white
172,223,22,black
120,223,198,black
112,18,111,white
229,8,171,black
62,121,63,white
227,220,155,black
78,11,252,white
52,202,170,black
188,171,201,black
163,142,84,black
107,210,76,black
236,65,187,black
54,157,164,black
173,17,139,white
129,2,158,white
160,195,253,black
92,174,150,black
85,65,51,white
219,153,200,black
169,236,18,black
15,12,70,white
209,228,16,black
122,81,126,white
181,106,132,black
186,62,40,white
63,253,232,black
134,213,159,black
135,30,128,white
17,144,240,black
125,159,123,black
98,56,96,white
231,15,161,black
29,253,100,black
121,128,241,black
163,174,148,black
176,92,161,black
107,120,116,white
3,198,188,black
19,61,152,white
223,134,58,black
175,60,33,white
37,108,20,white
219,131,71,black
170,213,204,black
65,217,202,black
131,121,210,black
232,236,137,black
170,254,12,black
210,200,13,black
48,239,230,black
190,120,187,black
180,149,152,black
89,186,243,black
183,76,196,black
85,191,116,black
157,148,179,black
180,158,205,black
101,13,126,white
227,58,202,black
131,166,58,black
